"provincia","latitud","longitud","edad","sexo","motivo_desaparicion","motivo_desaparicion_obs","fecha_desaparicion","situacion_actual","fecha_localizacion","year","month","day","days_gone","age_group"
"EL ORO",-3.26267676,-79.93968844,64,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-20,"ENCONTRADO",2023-02-22,2023,2,20,2,"36-64"
"EL ORO",-3.26267676,-79.93968844,67,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-20,"ENCONTRADO",2023-02-22,2023,2,20,2,"65 o mas"
"EL ORO",-3.25352624,-79.94789838,23,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-15,"ENCONTRADO",2023-02-22,2023,2,15,7,"18-35"
"IMBABURA",0.2421256,-78.2568926,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-18,"ENCONTRADO",2023-02-22,2023,2,18,4,"13-17"
"GUAYAS",-2.2074348,-79.9032774,10,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-14,"ENCONTRADO",2023-02-22,2023,2,14,8,"12 o menos"
"LOJA",-4.004892,-79.20660306,4,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-09,"ENCONTRADO",2023-02-16,2023,2,9,7,"12 o menos"
"BOLIVAR",-1.64072315,-79.26046919,1,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-22,"ENCONTRADO",2023-02-24,2023,2,22,2,"12 o menos"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2640888,-79.1653729,59,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-03-17,"FALLECIDO",2023-03-21,2023,3,17,4,"36-64"
"CHIMBORAZO",-1.64754465,-78.74257266,36,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-16,"ENCONTRADO",2023-04-22,2023,4,16,6,"36-64"
"GUAYAS",-2.20266588,-79.38986929,13,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-02-20,"ENCONTRADO",2023-02-21,2023,2,20,1,"13-17"
"GUAYAS",-2.20266588,-79.38986929,13,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-02-20,"ENCONTRADO",2023-02-21,2023,2,20,1,"13-17"
"GUAYAS",-2.11788317,-79.57753704,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-14,"ENCONTRADO",2023-02-19,2023,2,14,5,"13-17"
"BOLIVAR",-1.98234555,-79.05511069,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-17,"ENCONTRADO",2023-04-22,2023,4,17,5,"13-17"
"MANABI",-1.05204861,-80.45770167,22,"HOMBRE","PROBLEMAS PSICOLÓGICOS","DEPRESION",2023-02-22,"ENCONTRADO",2023-02-23,2023,2,22,1,"18-35"
"TUNGURAHUA",-1.3478776,-78.6696576,13,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-20,"ENCONTRADO",2023-02-23,2023,2,20,3,"13-17"
"LOS RIOS",-0.8736521,-79.4860116,25,"MUJER","FALLECIDO","MUERTE NATURAL",2023-03-04,"FALLECIDO",2023-03-22,2023,3,4,18,"18-35"
"ESMERALDAS",0.96655255,-79.65158695,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-16,"ENCONTRADO",2023-02-19,2023,2,16,3,"13-17"
"GUAYAS",-2.12877632,-79.88940239,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-13,"ENCONTRADO",2023-02-23,2023,2,13,10,"13-17"
"EL ORO",-3.32660594,-79.8079492,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-22,"ENCONTRADO",2023-02-23,2023,2,22,1,"13-17"
"IMBABURA",0.1807234,-78.2048878,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-19,"ENCONTRADO",2023-02-23,2023,2,19,4,"13-17"
"EL ORO",-3.25680052,-79.989605,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-05,"ENCONTRADO",2023-02-05,2023,2,5,0,"13-17"
"EL ORO",-3.25530626,-79.98565679,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-05,"ENCONTRADO",2023-02-05,2023,2,5,0,"13-17"
"PICHINCHA",-0.0639882,-78.3500875,65,"HOMBRE","FALLECIDO","SUICIDIO",2023-02-20,"FALLECIDO",2023-02-25,2023,2,20,5,"65 o mas"
"SANTO DOMINGO DE LOS TSACHILAS",-0.25200899,-79.18011696,48,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-02-22,"FALLECIDO",2023-02-25,2023,2,22,3,"36-64"
"TUNGURAHUA",-1.24060754,-78.64771344,23,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-06,"ENCONTRADO",2023-02-23,2023,2,6,17,"18-35"
"PICHINCHA",-0.2949217,-78.5628897,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-14,"ENCONTRADO",2023-03-28,2023,3,14,14,"13-17"
"COTOPAXI",-0.92727005,-78.62765358,16,"HOMBRE","PROBLEMAS ACADÉMICOS","BAJO RENDIMIENTO",2023-03-27,"ENCONTRADO",2023-03-28,2023,3,27,1,"13-17"
"GUAYAS",-1.832053,-79.824623,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-25,"ENCONTRADO",2023-03-28,2023,3,25,3,"13-17"
"MANABI",-0.7140022,-80.109357,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-13,"ENCONTRADO",2023-02-24,2023,1,13,42,"13-17"
"TUNGURAHUA",-1.299677,-78.7277814,32,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-05,"ENCONTRADO",2023-03-22,2023,3,5,17,"18-35"
"GUAYAS",-1.72200842,-79.87118758,5,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-01,"ENCONTRADO",2023-03-10,2023,3,1,9,"12 o menos"
"GUAYAS",-1.72200842,-79.87118758,19,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-01,"ENCONTRADO",2023-03-10,2023,3,1,9,"18-35"
"EL ORO",-3.52946316,-80.02605235,24,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-03-07,"ENCONTRADO",2023-03-08,2023,3,7,1,"18-35"
"CAÑAR",-2.44971945,-79.3188858,52,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-18,"ENCONTRADO",2023-02-24,2023,1,18,37,"36-64"
"GUAYAS",-1.8188775,-79.7771871,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-27,"ENCONTRADO",2023-02-23,2023,1,27,27,"13-17"
"LOJA",-4.0065157,-79.1942873,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-23,"ENCONTRADO",2023-02-24,2023,2,23,1,"13-17"
"MANABI",-0.92383036,-80.45093025,13,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-02-23,"ENCONTRADO",2023-02-24,2023,2,23,1,"13-17"
"PICHINCHA",-0.1487946,-78.5064473,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-24,"ENCONTRADO",2023-02-24,2023,2,24,0,"13-17"
"EL ORO",-3.2581112,-79.9553924,59,"HOMBRE","PROBLEMAS PSICOLÓGICOS","DEPRESION",2023-02-21,"ENCONTRADO",2023-02-23,2023,2,21,2,"36-64"
"LOS RIOS",-1.26893055,-79.71644288,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-15,"ENCONTRADO",2023-02-24,2023,2,15,9,"13-17"
"GUAYAS",-2.0950292,-79.6967166,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-17,"ENCONTRADO",2023-02-24,2023,2,17,7,"13-17"
"LOS RIOS",-1.0340373,-79.452386,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-27,"ENCONTRADO",2023-02-23,2023,1,27,27,"13-17"
"CAÑAR",-2.42751698,-79.34290006,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-05,"ENCONTRADO",2023-02-25,2023,1,5,51,"13-17"
"GUAYAS",-2.1512579,-79.921369,38,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-20,"ENCONTRADO",2023-02-24,2023,2,20,4,"36-64"
"GUAYAS",-2.0252666,-79.9443024,67,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-02-11,"ENCONTRADO",2023-02-25,2023,2,11,14,"65 o mas"
"GUAYAS",-2.23864287,-79.90517483,24,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-24,"ENCONTRADO",2023-02-25,2023,2,24,1,"18-35"
"MANABI",-0.7140022,-80.109357,12,"MUJER","PROBLEMAS FAMILIARES","MALTRATO SEXUAL",2023-01-14,"ENCONTRADO",2023-02-24,2023,1,14,41,"12 o menos"
"GUAYAS",-2.15516529,-79.91957335,60,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-01-15,"ENCONTRADO",2023-02-25,2023,1,15,41,"36-64"
"PICHINCHA",-0.3276499,-78.45062333,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-13,"ENCONTRADO",2023-02-25,2023,2,13,12,"13-17"
"LOJA",-3.99803076,-79.19926196,10,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-10,"ENCONTRADO",2023-02-20,2023,2,10,10,"12 o menos"
"MANABI",-1.06260883,-80.45854568,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-25,"ENCONTRADO",2023-02-26,2023,2,25,1,"13-17"
"AZUAY",-2.86027365,-78.98728373,14,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-18,"ENCONTRADO",2023-02-27,2023,2,18,9,"13-17"
"EL ORO",-3.27227366,-80.00291625,49,"HOMBRE","EXTRAVIADA","PERSONA EXTRAVIADA",2023-05-10,"ENCONTRADO",2023-05-26,2023,5,10,16,"36-64"
"TUNGURAHUA",-1.2667695,-78.6208372,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-24,"ENCONTRADO",2023-02-25,2023,2,24,1,"13-17"
"MANABI",-0.7140022,-80.109357,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-23,"ENCONTRADO",2023-02-25,2023,2,23,2,"13-17"
"EL ORO",-3.47738438,-80.21465335,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-18,"ENCONTRADO",2023-02-26,2023,2,18,8,"13-17"
"AZUAY",-2.8879862,-79.0230365,47,"MUJER","FALLECIDO","NO DETERMINADA",2023-02-21,"FALLECIDO",2023-02-25,2023,2,21,4,"36-64"
"PICHINCHA",-0.09902057,-78.47002834,20,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-05-16,"ENCONTRADO",2023-05-18,2023,5,16,2,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.085999,-79.2803499,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-22,"ENCONTRADO",2023-02-23,2023,2,22,1,"13-17"
"PICHINCHA",-0.1427165,-78.4923704,66,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-25,"ENCONTRADO",2023-02-26,2023,2,25,1,"65 o mas"
"PICHINCHA",-0.32982263,-78.55433892,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-22,"ENCONTRADO",2023-02-25,2023,2,22,3,"13-17"
"PICHINCHA",-0.32982263,-78.55433892,17,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-22,"ENCONTRADO",2023-02-25,2023,2,22,3,"13-17"
"GUAYAS",-1.05134865,-79.61084257,5,"MUJER","PROBLEMAS FAMILIARES","MALTRATO PSICOLOGICO",2023-04-28,"ENCONTRADO",2023-05-29,2023,4,28,31,"12 o menos"
"PICHINCHA",-0.23764304,-78.51510286,28,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-02-13,"FALLECIDO",2023-02-25,2023,2,13,12,"18-35"
"GUAYAS",-2.113735,-79.9832186,31,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-02-25,"ENCONTRADO",2023-02-27,2023,2,25,2,"18-35"
"PICHINCHA",-0.2786854,-78.5845374,18,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-16,"ENCONTRADO",2023-02-18,2023,2,16,2,"18-35"
"IMBABURA",0.34584,-78.130756,39,"HOMBRE","PROBLEMA ECÓNOMICOS","DEUDAS",2023-02-24,"ENCONTRADO",2023-02-27,2023,2,24,3,"36-64"
"IMBABURA",0.2091667,-78.2241667,26,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-18,"ENCONTRADO",2023-02-27,2023,2,18,9,"18-35"
"GUAYAS",-2.11041641,-79.99060029,20,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-24,"ENCONTRADO",2023-02-28,2023,2,24,4,"18-35"
"PICHINCHA",-0.327644,-78.5673547,55,"HOMBRE","SIN_DATO","SIN_DATO",2023-02-20,"DESAPARECIDO",NA,2023,2,20,NA,"36-64"
"GUAYAS",-2.3286839,-79.4056784,17,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-02-21,"ENCONTRADO",2023-02-27,2023,2,21,6,"13-17"
"LOJA",-4.0189085,-79.20897128,20,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-22,"ENCONTRADO",2023-02-24,2023,1,22,33,"18-35"
"MANABI",-0.58252,-80.040306,32,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-11,"ENCONTRADO",2023-05-25,2023,3,11,75,"18-35"
"GUAYAS",-2.2277542,-79.9395439,22,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-02-19,"ENCONTRADO",2023-02-27,2023,2,19,8,"18-35"
"CAÑAR",-2.51183374,-78.92759869,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-19,"ENCONTRADO",2023-02-24,2023,2,19,5,"13-17"
"GUAYAS",-2.20941421,-79.91843727,32,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-03-15,"ENCONTRADO",2023-03-29,2023,3,15,14,"18-35"
"PICHINCHA",-0.2135375,-78.5097946,33,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-17,"ENCONTRADO",2023-05-25,2023,5,17,8,"18-35"
"PICHINCHA",-0.327644,-78.5673547,14,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-02-25,"ENCONTRADO",2023-04-19,2023,2,25,53,"13-17"
"COTOPAXI",-0.93863595,-78.67011309,32,"MUJER","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-03-27,"ENCONTRADO",2023-03-28,2023,3,27,1,"18-35"
"PICHINCHA",-0.2930405,-78.5497592,6,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-16,"ENCONTRADO",2023-03-30,2023,3,16,14,"12 o menos"
"GUAYAS",-2.16437615,-79.82144553,38,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-03-14,"FALLECIDO",2023-03-29,2023,3,14,15,"36-64"
"LOJA",-3.9713449,-79.1986609,17,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-06,"ENCONTRADO",2023-03-06,2023,3,6,0,"13-17"
"PICHINCHA",-0.10585317,-78.43301221,18,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-22,"ENCONTRADO",2023-02-26,2023,2,22,4,"18-35"
"GUAYAS",-2.20161616,-79.90478928,17,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-06,"ENCONTRADO",2023-06-13,2023,5,6,38,"13-17"
"MANABI",-1.01681993,-80.47402389,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-17,"ENCONTRADO",2023-04-23,2023,4,17,6,"13-17"
"MANABI",-0.7140022,-80.109357,41,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-12,"ENCONTRADO",2023-04-22,2023,4,12,10,"36-64"
"GUAYAS",-2.1756166,-79.810201,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-16,"ENCONTRADO",2023-02-19,2023,2,16,3,"13-17"
"CHIMBORAZO",-1.6715265,-78.6501833,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-06,"ENCONTRADO",2023-03-08,2023,3,6,2,"13-17"
"MORONA SANTIAGO",-2.340197,-77.45932,28,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-07,"ENCONTRADO",2023-04-12,2023,2,7,64,"18-35"
"GUAYAS",-2.21182241,-79.92546285,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-14,"ENCONTRADO",2023-06-10,2023,5,14,27,"13-17"
"ESMERALDAS",1.09013739,-78.99231659,21,"MUJER","SIN_DATO","SIN_DATO",2023-01-23,"DESAPARECIDO",NA,2023,1,23,NA,"18-35"
"PICHINCHA",-0.1670362,-78.3187871,21,"HOMBRE","SIN_DATO","SIN_DATO",2023-01-29,"DESAPARECIDO",NA,2023,1,29,NA,"18-35"
"CHIMBORAZO",-1.65456421,-78.66610587,78,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-15,"DESAPARECIDO",NA,2023,5,15,NA,"65 o mas"
"EL ORO",-3.25639173,-79.96166605,25,"HOMBRE","FALLECIDO","ASESINATO",2023-04-21,"FALLECIDO",2023-04-24,2023,4,21,3,"18-35"
"EL ORO",-3.2568821,-79.97549432,55,"MUJER","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-01-01,"ENCONTRADO",2023-03-29,2023,1,1,87,"36-64"
"AZUAY",-2.8788099,-79.0232484,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-28,"ENCONTRADO",2023-03-29,2023,3,28,1,"13-17"
"LOS RIOS",-1.37855377,-79.72683679,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-15,"ENCONTRADO",2023-03-08,2023,2,15,21,"13-17"
"EL ORO",-3.45709985,-80.01285559,41,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-05-20,"FALLECIDO",2023-05-27,2023,5,20,7,"36-64"
"TUNGURAHUA",-1.27252291,-78.60790474,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-19,"ENCONTRADO",2023-03-29,2023,3,19,10,"13-17"
"EL ORO",-3.43843691,-79.95087894,15,"MUJER","PROBLEMAS SOCIALES","DROGADICCION",2023-03-23,"ENCONTRADO",2023-03-29,2023,3,23,6,"13-17"
"PICHINCHA",-0.1806532,-78.4678382,24,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-24,"ENCONTRADO",2023-04-26,2023,4,24,2,"18-35"
"LOS RIOS",-1.55759219,-79.7572875,72,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-03-26,"ENCONTRADO",2023-03-29,2023,3,26,3,"65 o mas"
"PICHINCHA",-0.1806532,-78.4678382,17,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-02-27,"ENCONTRADO",2023-03-09,2023,2,27,10,"13-17"
"GUAYAS",-2.1883636,-79.8158185,32,"MUJER","FALLECIDO","NO DETERMINADA",2023-03-04,"FALLECIDO",2023-03-10,2023,3,4,6,"18-35"
"EL ORO",-3.2747984,-79.9535283,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-18,"ENCONTRADO",2023-03-22,2023,2,18,32,"13-17"
"CHIMBORAZO",-1.67363203,-78.63288403,73,"MUJER","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-03-28,"ENCONTRADO",2023-03-28,2023,3,28,0,"65 o mas"
"MORONA SANTIAGO",-1.94577191,-77.99005494,13,"MUJER","SIN_DATO","SIN_DATO",2023-04-17,"DESAPARECIDO",NA,2023,4,17,NA,"13-17"
"LOJA",-3.97962797,-79.20891188,8,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-07,"ENCONTRADO",2023-06-12,2023,3,7,97,"12 o menos"
"LOJA",-4.0059411,-79.2033336,3,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-10,"ENCONTRADO",2023-05-23,2023,5,10,13,"12 o menos"
"PICHINCHA",-0.3389876,-78.554448,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-28,"ENCONTRADO",2023-03-30,2023,3,28,2,"13-17"
"CARCHI",0.7600429,-77.7253532,41,"HOMBRE","FALLECIDO","SUICIDIO",2023-04-21,"FALLECIDO",2023-04-24,2023,4,21,3,"36-64"
"MANABI",-0.27757536,-79.45638657,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-15,"ENCONTRADO",2023-05-27,2023,5,15,12,"13-17"
"GUAYAS",-2.1620979,-79.9116519,44,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-18,"ENCONTRADO",2023-02-28,2023,2,18,10,"36-64"
"PICHINCHA",-0.1464847,-78.4751945,14,"MUJER","SIN_DATO","SIN_DATO",2023-03-19,"DESAPARECIDO",NA,2023,3,19,NA,"13-17"
"CHIMBORAZO",-1.68463827,-78.65200546,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-24,"ENCONTRADO",2023-03-29,2023,3,24,5,"13-17"
"MORONA SANTIAGO",-2.45714476,-78.16833971,14,"MUJER","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-04-22,"ENCONTRADO",2023-04-25,2023,4,22,3,"13-17"
"GUAYAS",-2.1305876,-79.93826013,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-13,"ENCONTRADO",2023-04-24,2023,4,13,11,"13-17"
"MORONA SANTIAGO",-2.29984139,-78.10047839,31,"HOMBRE","PROBLEMA ECÓNOMICOS","DEUDAS",2023-02-28,"ENCONTRADO",2023-04-08,2023,2,28,39,"18-35"
"PICHINCHA",-0.328443,-78.4470703,45,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-18,"ENCONTRADO",2023-03-29,2023,1,18,70,"36-64"
"GUAYAS",-2.1302746,-79.5955838,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-25,"ENCONTRADO",2023-03-29,2023,3,25,4,"13-17"
"GUAYAS",-2.15562527,-79.92198066,18,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-02-26,"FALLECIDO",2023-04-04,2023,2,26,37,"18-35"
"GUAYAS",-2.1894128,-79.8890662,16,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-25,"ENCONTRADO",2023-04-02,2023,3,25,8,"13-17"
"CHIMBORAZO",-2.2898692,-78.9217689,15,"MUJER","SIN_DATO","SIN_DATO",2023-01-22,"DESAPARECIDO",NA,2023,1,22,NA,"13-17"
"GUAYAS",-2.22125778,-79.93477863,94,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-23,"ENCONTRADO",2023-05-03,2023,4,23,10,"65 o mas"
"GUAYAS",-1.64039337,-79.98189305,22,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-13,"ENCONTRADO",2023-02-25,2023,2,13,12,"18-35"
"ESMERALDAS",0.89588923,-79.70245308,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-18,"ENCONTRADO",2023-03-07,2023,2,18,17,"13-17"
"GUAYAS",-2.1323186,-79.8926809,24,"MUJER","PROBLEMAS SOCIALES","DROGADICCION",2023-02-26,"ENCONTRADO",2023-02-27,2023,2,26,1,"18-35"
"LOJA",-3.9819625,-79.2126673,44,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-18,"ENCONTRADO",2023-04-05,2023,3,18,18,"36-64"
"LOS RIOS",-1.80592777,-79.53664165,50,"HOMBRE","FISCALÍA","FISCALIA",2023-04-24,"ENCONTRADO",2023-04-25,2023,4,24,1,"36-64"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2521882,-79.1879383,37,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-01,"ENCONTRADO",2023-03-09,2023,3,1,8,"36-64"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2521882,-79.1879383,83,"HOMBRE","EXTRAVIADA","PERSONA EXTRAVIADA",2023-04-22,"ENCONTRADO",2023-04-27,2023,4,22,5,"65 o mas"
"GUAYAS",-2.33091074,-79.40226585,42,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-26,"ENCONTRADO",2023-05-04,2023,2,26,67,"36-64"
"PASTAZA",-1.45776277,-77.90714264,11,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-28,"ENCONTRADO",2023-03-29,2023,3,28,1,"12 o menos"
"EL ORO",-3.25043714,-79.93962174,20,"HOMBRE","PROBLEMA ECÓNOMICOS","DEUDAS",2023-03-28,"ENCONTRADO",2023-03-29,2023,3,28,1,"18-35"
"PICHINCHA",-0.2856211,-78.5650431,15,"MUJER","SIN_DATO","SIN_DATO",2023-05-13,"DESAPARECIDO",NA,2023,5,13,NA,"13-17"
"PICHINCHA",0.0453258,-78.1450481,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-24,"ENCONTRADO",2023-03-29,2023,3,24,5,"13-17"
"PICHINCHA",-0.3275328,-78.4462251,3,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-09,"ENCONTRADO",2023-04-24,2023,3,9,46,"12 o menos"
"PICHINCHA",-0.2046469,-78.5002048,20,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-05-16,"ENCONTRADO",2023-05-18,2023,5,16,2,"18-35"
"PICHINCHA",-0.2868053,-78.4393578,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-26,"ENCONTRADO",2023-03-09,2023,2,26,11,"13-17"
