Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
AZUAY;-2,88798620;-79,02303650;47;MUJER;FALLECIDO;NO DETERMINADA;21/02/2023;FALLECIDO;25/02/2023
PICHINCHA;-0,09902057;-78,47002834;20;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;16/05/2023;ENCONTRADO;18/05/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,08599900;-79,28034990;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/02/2023;ENCONTRADO;23/02/2023
PICHINCHA;-0,14271650;-78,49237040;66;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/02/2023;ENCONTRADO;26/02/2023
PICHINCHA;-0,32982263;-78,55433892;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/02/2023;ENCONTRADO;25/02/2023
PICHINCHA;-0,32982263;-78,55433892;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/02/2023;ENCONTRADO;25/02/2023
GUAYAS;-1,05134865;-79,61084257;5;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;28/04/2023;ENCONTRADO;29/05/2023
PICHINCHA;-0,23764304;-78,51510286;28;HOMBRE;FALLECIDO;NO DETERMINADA;13/02/2023;FALLECIDO;25/02/2023
GUAYAS;-2,11373500;-79,98321860;31;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;25/02/2023;ENCONTRADO;27/02/2023
PICHINCHA;-0,27868540;-78,58453740;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/02/2023;ENCONTRADO;18/02/2023
IMBABURA;0,34584000;-78,13075600;39;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;24/02/2023;ENCONTRADO;27/02/2023
IMBABURA;0,20916670;-78,22416670;26;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/02/2023;ENCONTRADO;27/02/2023
GUAYAS;-2,11041641;-79,99060029;20;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/02/2023;ENCONTRADO;28/02/2023
PICHINCHA;-0,32764400;-78,56735470;55;HOMBRE;SIN_DATO;SIN_DATO;20/02/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,32868390;-79,40567840;17;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;21/02/2023;ENCONTRADO;27/02/2023
LOJA;-4,01890850;-79,20897128;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/01/2023;ENCONTRADO;24/02/2023
MANABI;-0,58252000;-80,04030600;32;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/03/2023;ENCONTRADO;25/05/2023
GUAYAS;-2,22775420;-79,93954390;22;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;19/02/2023;ENCONTRADO;27/02/2023
CAÑAR;-2,51183374;-78,92759869;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/02/2023;ENCONTRADO;24/02/2023
GUAYAS;-2,20941421;-79,91843727;32;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;15/03/2023;ENCONTRADO;29/03/2023
PICHINCHA;-0,21353750;-78,50979460;33;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/05/2023;ENCONTRADO;25/05/2023
PICHINCHA;-0,32764400;-78,56735470;14;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;25/02/2023;ENCONTRADO;19/04/2023
COTOPAXI;-0,93863595;-78,67011309;32;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;27/03/2023;ENCONTRADO;28/03/2023
PICHINCHA;-0,29304050;-78,54975920;6;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/03/2023;ENCONTRADO;30/03/2023
GUAYAS;-2,16437615;-79,82144553;38;HOMBRE;FALLECIDO;NO DETERMINADA;14/03/2023;FALLECIDO;29/03/2023
LOJA;-3,97134490;-79,19866090;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/03/2023;ENCONTRADO;06/03/2023
PICHINCHA;-0,10585317;-78,43301221;18;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/02/2023;ENCONTRADO;26/02/2023
GUAYAS;-2,20161616;-79,90478928;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/05/2023;ENCONTRADO;13/06/2023
MANABI;-1,01681993;-80,47402389;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/04/2023;ENCONTRADO;23/04/2023
MANABI;-0,71400220;-80,10935700;41;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/04/2023;ENCONTRADO;22/04/2023
GUAYAS;-2,17561660;-79,81020100;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/02/2023;ENCONTRADO;19/02/2023
CHIMBORAZO;-1,67152650;-78,65018330;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/03/2023;ENCONTRADO;08/03/2023
MORONA SANTIAGO;-2,34019700;-77,45932000;28;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/02/2023;ENCONTRADO;12/04/2023
GUAYAS;-2,21182241;-79,92546285;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/05/2023;ENCONTRADO;10/06/2023
ESMERALDAS;1,09013739;-78,99231659;21;MUJER;SIN_DATO;SIN_DATO;23/01/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,16703620;-78,31878710;21;HOMBRE;SIN_DATO;SIN_DATO;29/01/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,65456421;-78,66610587;78;HOMBRE;SIN_DATO;SIN_DATO;15/05/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,25639173;-79,96166605;25;HOMBRE;FALLECIDO;ASESINATO;21/04/2023;FALLECIDO;24/04/2023
EL ORO;-3,25688210;-79,97549432;55;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;01/01/2023;ENCONTRADO;29/03/2023
AZUAY;-2,87880990;-79,02324840;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/03/2023;ENCONTRADO;29/03/2023
LOS RIOS;-1,37855377;-79,72683679;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/02/2023;ENCONTRADO;08/03/2023
EL ORO;-3,45709985;-80,01285559;41;HOMBRE;FALLECIDO;NO DETERMINADA;20/05/2023;FALLECIDO;27/05/2023
TUNGURAHUA;-1,27252291;-78,60790474;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/03/2023;ENCONTRADO;29/03/2023
EL ORO;-3,43843691;-79,95087894;15;MUJER;PROBLEMAS SOCIALES;DROGADICCION;23/03/2023;ENCONTRADO;29/03/2023
PICHINCHA;-0,18065320;-78,46783820;24;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/04/2023;ENCONTRADO;26/04/2023
LOS RIOS;-1,55759219;-79,75728750;72;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;26/03/2023;ENCONTRADO;29/03/2023
PICHINCHA;-0,18065320;-78,46783820;17;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;27/02/2023;ENCONTRADO;09/03/2023
GUAYAS;-2,18836360;-79,81581850;32;MUJER;FALLECIDO;NO DETERMINADA;04/03/2023;FALLECIDO;10/03/2023
EL ORO;-3,27479840;-79,95352830;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/02/2023;ENCONTRADO;22/03/2023
CHIMBORAZO;-1,67363203;-78,63288403;73;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;28/03/2023;ENCONTRADO;28/03/2023
MORONA SANTIAGO;-1,94577191;-77,99005494;13;MUJER;SIN_DATO;SIN_DATO;17/04/2023;DESAPARECIDO;SIN_DATO
LOJA;-3,97962797;-79,20891188;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/03/2023;ENCONTRADO;12/06/2023
LOJA;-4,00594110;-79,20333360;3;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/05/2023;ENCONTRADO;23/05/2023
PICHINCHA;-0,33898760;-78,55444800;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/03/2023;ENCONTRADO;30/03/2023
CARCHI;0,76004290;-77,72535320;41;HOMBRE;FALLECIDO;SUICIDIO;21/04/2023;FALLECIDO;24/04/2023
MANABI;-0,27757536;-79,45638657;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/05/2023;ENCONTRADO;27/05/2023
GUAYAS;-2,16209790;-79,91165190;44;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/02/2023;ENCONTRADO;28/02/2023
PICHINCHA;-0,14648470;-78,47519450;14;MUJER;SIN_DATO;SIN_DATO;19/03/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,68463827;-78,65200546;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/03/2023;ENCONTRADO;29/03/2023
MORONA SANTIAGO;-2,45714476;-78,16833971;14;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;22/04/2023;ENCONTRADO;25/04/2023
GUAYAS;-2,13058760;-79,93826013;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/04/2023;ENCONTRADO;24/04/2023
MORONA SANTIAGO;-2,29984139;-78,10047839;31;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;28/02/2023;ENCONTRADO;08/04/2023
PICHINCHA;-0,32844300;-78,44707030;45;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/01/2023;ENCONTRADO;29/03/2023
GUAYAS;-2,13027460;-79,59558380;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/03/2023;ENCONTRADO;29/03/2023
GUAYAS;-2,15562527;-79,92198066;18;HOMBRE;FALLECIDO;NO DETERMINADA;26/02/2023;FALLECIDO;04/04/2023
GUAYAS;-2,18941280;-79,88906620;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/03/2023;ENCONTRADO;02/04/2023
CHIMBORAZO;-2,28986920;-78,92176890;15;MUJER;SIN_DATO;SIN_DATO;22/01/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,22125778;-79,93477863;94;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/04/2023;ENCONTRADO;03/05/2023
GUAYAS;-1,64039337;-79,98189305;22;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/02/2023;ENCONTRADO;25/02/2023
ESMERALDAS;0,89588923;-79,70245308;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/02/2023;ENCONTRADO;07/03/2023
GUAYAS;-2,13231860;-79,89268090;24;MUJER;PROBLEMAS SOCIALES;DROGADICCION;26/02/2023;ENCONTRADO;27/02/2023
LOJA;-3,98196250;-79,21266730;44;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/03/2023;ENCONTRADO;05/04/2023
LOS RIOS;-1,80592777;-79,53664165;50;HOMBRE;FISCALÍA;FISCALÍA;24/04/2023;ENCONTRADO;25/04/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25218820;-79,18793830;37;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/03/2023;ENCONTRADO;09/03/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25218820;-79,18793830;83;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;22/04/2023;ENCONTRADO;27/04/2023
GUAYAS;-2,33091074;-79,40226585;42;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/02/2023;ENCONTRADO;04/05/2023
PASTAZA;-1,45776277;-77,90714264;11;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/03/2023;ENCONTRADO;29/03/2023
EL ORO;-3,25043714;-79,93962174;20;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;28/03/2023;ENCONTRADO;29/03/2023
PICHINCHA;-0,28562110;-78,56504310;15;MUJER;SIN_DATO;SIN_DATO;13/05/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;0,04532580;-78,14504810;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/03/2023;ENCONTRADO;29/03/2023
PICHINCHA;-0,32753280;-78,44622510;3;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/03/2023;ENCONTRADO;24/04/2023
PICHINCHA;-0,20464690;-78,50020480;20;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;16/05/2023;ENCONTRADO;18/05/2023
PICHINCHA;-0,28680530;-78,43935780;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/02/2023;ENCONTRADO;09/03/2023
PICHINCHA;-0,18092050;-78,49452640;53;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;29/03/2023;ENCONTRADO;30/03/2023
GUAYAS;-1,85162930;-79,97702550;23;HOMBRE;FALLECIDO;ASESINATO;20/02/2023;FALLECIDO;27/02/2023
ESMERALDAS;0,32697130;-79,47298730;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/05/2023;ENCONTRADO;24/05/2023
GUAYAS;-2,21298830;-79,92312270;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/03/2023;ENCONTRADO;02/04/2023
GUAYAS;-2,12639616;-80,00175476;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/05/2023;ENCONTRADO;24/05/2023
SANTA ELENA;-2,22780727;-80,91706016;51;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;21/05/2023;ENCONTRADO;24/05/2023
TUNGURAHUA;-1,23909891;-78,61928933;34;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/04/2023;ENCONTRADO;25/04/2023
PICHINCHA;-0,21072520;-78,44108950;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/04/2023;ENCONTRADO;24/04/2023
EL ORO;-3,26713861;-79,93641099;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/05/2023;ENCONTRADO;25/05/2023
COTOPAXI;-0,93112950;-78,61897030;10;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/03/2023;ENCONTRADO;29/03/2023
PICHINCHA;-0,24164350;-78,51248630;14;MUJER;SIN_DATO;SIN_DATO;19/05/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,13962380;-79,59079800;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;21/04/2023;ENCONTRADO;25/04/2023
PICHINCHA;-0,28835400;-78,54681730;15;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;15/05/2023;ENCONTRADO;05/06/2023
CHIMBORAZO;-1,69785317;-78,62730594;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/03/2023;ENCONTRADO;30/03/2023
CHIMBORAZO;-1,64208773;-78,69237594;3;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;21/01/2023;ENCONTRADO;29/03/2023
PICHINCHA;0,04253510;-78,14588040;45;HOMBRE;FALLECIDO;HOMICIDIO;28/03/2023;FALLECIDO;02/04/2023
GUAYAS;-2,26122007;-79,88883086;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/03/2023;ENCONTRADO;29/03/2023
MANABI;-0,09877100;-80,15274800;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/03/2023;ENCONTRADO;22/03/2023
PICHINCHA;-0,17099074;-78,49034731;38;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/03/2023;ENCONTRADO;04/03/2023
PICHINCHA;-0,30694910;-78,50189990;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/02/2023;ENCONTRADO;09/03/2023
LOJA;-4,00594110;-79,20333360;7;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/05/2023;ENCONTRADO;23/05/2023
NAPO;-1,04278529;-77,79491901;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/04/2023;ENCONTRADO;23/04/2023
PICHINCHA;-0,09604880;-78,42403280;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;08/05/2023;ENCONTRADO;28/05/2023
EL ORO;-3,24933295;-79,93925650;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/03/2023;ENCONTRADO;13/03/2023
MANABI;-0,60472660;-80,40204800;8;HOMBRE;FISCALÍA;FISCALÍA;22/04/2023;ENCONTRADO;18/05/2023
TUNGURAHUA;-1,31327730;-78,50674460;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/04/2023;ENCONTRADO;19/04/2023
NAPO;-1,01665110;-77,49065550;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/05/2023;ENCONTRADO;23/05/2023
CHIMBORAZO;-2,19860700;-78,84675790;54;HOMBRE;FALLECIDO;ACCIDENTAL;26/03/2023;FALLECIDO;18/05/2023
MANABI;-0,26899239;-79,46642876;48;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/04/2023;ENCONTRADO;26/04/2023
EL ORO;-3,25556915;-79,98360736;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/03/2023;ENCONTRADO;29/03/2023
GUAYAS;-2,12848130;-79,99864010;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/02/2023;ENCONTRADO;27/02/2023
AZUAY;-2,91639717;-79,03831631;53;HOMBRE;FALLECIDO;NO DETERMINADA;20/05/2023;FALLECIDO;24/05/2023
PICHINCHA;-0,28562110;-78,56504310;13;MUJER;SIN_DATO;SIN_DATO;14/05/2023;DESAPARECIDO;SIN_DATO
PASTAZA;-1,92584589;-77,80539210;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/01/2023;ENCONTRADO;14/03/2023
IMBABURA;0,33463550;-78,17354380;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/05/2023;ENCONTRADO;24/05/2023
AZUAY;-2,86413218;-79,05746780;46;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/03/2023;ENCONTRADO;16/03/2023
GUAYAS;-2,12225540;-79,96797690;23;HOMBRE;FALLECIDO;NO DETERMINADA;29/03/2023;FALLECIDO;20/04/2023
EL ORO;-3,26742897;-79,99703137;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/04/2023;ENCONTRADO;03/06/2023
TUNGURAHUA;-1,23692270;-78,68667300;28;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/04/2023;ENCONTRADO;20/04/2023
PICHINCHA;-0,27978140;-78,55435200;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;09/03/2023;ENCONTRADO;24/03/2023
MORONA SANTIAGO;-2,34019700;-77,45932000;14;HOMBRE;SIN_DATO;SIN_DATO;18/03/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,23113036;-78,52223480;36;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/03/2023;ENCONTRADO;25/04/2023
PICHINCHA;-0,29623420;-78,56442220;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/03/2023;ENCONTRADO;09/03/2023
TUNGURAHUA;-1,23921354;-78,61925217;14;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;29/03/2023;ENCONTRADO;31/03/2023
PICHINCHA;-0,18092209;-78,51661786;56;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/04/2023;ENCONTRADO;25/04/2023
EL ORO;-3,55634614;-80,06566915;2;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;12/04/2023;ENCONTRADO;24/04/2023
GUAYAS;-2,08176129;-79,92801407;22;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;21/05/2023;ENCONTRADO;25/05/2023
GUAYAS;-2,25182200;-79,92556650;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/04/2023;ENCONTRADO;07/05/2023
PICHINCHA;-0,21882160;-78,51354890;41;HOMBRE;FISCALÍA;FISCALÍA;27/01/2023;ENCONTRADO;13/03/2023
NAPO;-1,00461016;-77,81359787;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/03/2023;ENCONTRADO;17/04/2023
GUAYAS;-2,09658530;-79,97276740;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/03/2023;ENCONTRADO;16/04/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,23092158;-79,17664892;28;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;18/04/2023;ENCONTRADO;08/05/2023
PICHINCHA;-0,09230991;-78,44762583;17;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;08/03/2023;ENCONTRADO;11/03/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25384140;-79,17633070;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/04/2023;ENCONTRADO;25/04/2023
EL ORO;-3,25109490;-79,95482550;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/04/2023;ENCONTRADO;25/04/2023
GUAYAS;-2,10281532;-79,92702454;26;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/03/2023;ENCONTRADO;29/04/2023
GUAYAS;-2,08981410;-79,92594480;16;MUJER;SIN_DATO;SIN_DATO;23/05/2023;DESAPARECIDO;SIN_DATO
NAPO;-1,03245041;-77,66832951;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/03/2023;ENCONTRADO;01/04/2023
GUAYAS;-2,11884714;-79,57878337;55;HOMBRE;SIN_DATO;SIN_DATO;25/01/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,88599620;-79,00978520;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/05/2023;ENCONTRADO;25/05/2023
MANABI;0,08041800;-80,04964000;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/04/2023;ENCONTRADO;26/04/2023
PICHINCHA;-0,06398820;-78,35008750;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/05/2023;ENCONTRADO;05/06/2023
PICHINCHA;-0,21878246;-78,50227895;11;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/03/2023;ENCONTRADO;30/03/2023
CHIMBORAZO;-1,67227460;-78,65617300;24;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/05/2023;ENCONTRADO;16/06/2023
CHIMBORAZO;-2,02025430;-78,97371700;50;HOMBRE;SIN_DATO;SIN_DATO;16/02/2023;DESAPARECIDO;SIN_DATO
AZUAY;-3,15947226;-79,14453580;8;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/04/2023;ENCONTRADO;29/04/2023
CAÑAR;-2,73703459;-78,81363278;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/03/2023;ENCONTRADO;29/03/2023
CHIMBORAZO;-2,19860700;-78,84675790;6;MUJER;FALLECIDO;ACCIDENTAL;26/03/2023;FALLECIDO;18/04/2023
LOJA;-4,00121494;-79,20053435;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/05/2023;ENCONTRADO;22/05/2023
PICHINCHA;-0,24264742;-78,52543272;23;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;16/04/2023;ENCONTRADO;21/04/2023
GUAYAS;-2,17361690;-79,82757330;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/05/2023;ENCONTRADO;25/05/2023
PICHINCHA;-0,23778540;-78,53993650;10;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/03/2023;ENCONTRADO;30/03/2023
MANABI;0,08041800;-80,04964000;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/04/2023;ENCONTRADO;26/04/2023
PICHINCHA;-0,23979630;-78,50870380;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;08/03/2023;ENCONTRADO;28/03/2023
MANABI;-0,60472660;-80,40204800;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/04/2023;ENCONTRADO;26/04/2023
PICHINCHA;-0,33932016;-78,56231952;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/02/2023;ENCONTRADO;30/03/2023
PICHINCHA;-0,20914747;-78,49866629;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/04/2023;ENCONTRADO;09/06/2023
PICHINCHA;-0,24321457;-78,51574390;14;HOMBRE;PROBLEMAS SOCIALES;PANDILLAS;10/02/2023;ENCONTRADO;07/03/2023
GUAYAS;-2,11009890;-79,99077390;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/01/2023;ENCONTRADO;22/04/2023
GUAYAS;-2,19780590;-79,93518490;16;HOMBRE;SIN_DATO;SIN_DATO;25/05/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,06973410;-78,45956440;26;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/03/2023;ENCONTRADO;01/04/2023
PASTAZA;-1,53643350;-78,04607870;10;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/03/2023;ENCONTRADO;15/03/2023
TUNGURAHUA;-1,31283750;-78,50644730;16;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;24/04/2023;ENCONTRADO;26/04/2023
TUNGURAHUA;-1,27540027;-78,62995395;29;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;22/05/2023;ENCONTRADO;25/05/2023
GUAYAS;-1,04981289;-79,60858594;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/03/2023;ENCONTRADO;13/04/2023
PICHINCHA;-0,26913315;-78,53997231;21;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/03/2023;ENCONTRADO;30/03/2023
ESMERALDAS;0,87509527;-79,64910630;47;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/03/2023;ENCONTRADO;05/04/2023
